Security Id,Security Name
MEHIF,MEHTA INTEGRATED FINANCE LTD.
MEHSECU,MEHTA SECURITIES LTD.
MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.
MENAMANI,Mena Mani Industries Ltd
MENONBE,MENON BEARINGS LTD.-$
MENNPIS,MENON PISTONS LTD.
MEP,MEP Infrastructure Developers Ltd
MERCANTILE,Mercantile Ventures Ltd
MERCURYEV,Mercury Ev-Tech Ltd
MERCURYLAB,Mercury Laboratories Ltd
MERCTRD,MERCURY TRADE LINKS LTD.
MESON,Meson Valves India Ltd
METALCO,METAL COATINGS (INDIA) LTD.
METALFORGE,Metalyst Forgings Limited
METROBRAND,Metro Brands Ltd
METROGLOBL,Metroglobal Limited
METROPOLIS,Metropolis Healthcare Ltd
MAL,Meyer Apparel Ltd
MFLINDIA,MFL INDIA LTD.
MFSINTRCRP,MFS INTERCORP LTD.
MIC,MIC ELECTRONICS LTD.
MICROSE,MICROSE INDIA LTD.
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.
MIDINDIA,MID INDIA INDUSTRIES LTD.
MIDWEST,MIDWEST GOLD LTD.
MIHIKA,Mihika Industries Ltd
MILEFUR,Milestone Furniture Ltd
MILESTONE,MILESTONE GLOBAL LTD.
ZMILGFIN,Milgrey Finance & Investments Ltd
MLKFOOD,MILKFOOD LTD.
MILLENNIUM,Millennium Online Solutions ( India ) Ltd
MINALIND,Minal Industries Limited
MINAXI,MINAXI TEXTILES LTD.
MINDACORP,Minda Corporation Ltd
MINDTECK,MINDTECK (INDIA) LTD.
MINID,MINI DIAMONDS (INDIA) LTD.
MINOLTAF,MINOLTA FINANCE LTD.
MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.
MAHKTECH,Mirae Asset Hang Seng TECH ETF
ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF
NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF)
BANKETF,Mirae Asset Nifty Bank ETF
BFSI,Mirae Asset Nifty Financial Services ETF
MAKEINDIA,Mirae Asset Nifty India Manufacturing ETF
ITETF,Mirae Asset Nifty IT ETF
MIDCAPETF,Mirae Asset Nifty Midcap 150 ETF
NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF)
MAFANG,Mirae Asset NYSE FANG+ ETF
MASPTOP50,Mirae Asset S&P 500 Top 50 ETF
SENSEXETF,Mirae Asset S&P BSE Sensex ETF
MIRCELECTR,MIRC ELECTRONICS LTD.
MIRZAINT,MIRZA INTERNATIONAL LTD.
MISHDESIGN,Mish Designs Ltd
MISHKA,Mishka Exim Ltd
MIDHANI,Mishra Dhatu Nigam Ltd
MISHTANN,Mishtann Foods Ltd
MISQUITA,Misquita Engineering Ltd
MITSHI,Mitshi India Ltd
MITSU,Mitsu Chem Plast Ltd
MIVENMACH,MIVEN MACHINE TOOLS LTD.
MKVENTURES,Mkventures Capital Ltd
MMRUBBR-B,MM RUBBER COMPANY LTD.
MMTC,MMTC LTD.
MODWOOL,MODELLA WOOLLENS LTD.
MODAIRY,MODERN DAIRIES LTD.
MEAPL,Modern Engineering And Projects Ltd
MODINSU,MODERN INSULATORS LTD.
MODRNSH,MODERN SHARES & STOCKBROKERS LTD.
MDRNSTL,MODERN STEELS LTD.-$
MODINATUR,Modi Naturals Limited
MODIRUBBER,MODI RUBBER LTD.
MODIPON,MODIPON LTD.
MODIS,Modis Navnirman Ltd
MODISONLTD,Modison Ltd-$
MODULEX,Modulex Construction Technologies Ltd
MOHITIND,MOHIT INDUSTRIES LTD.-$
MOHITPPR,MOHIT PAPER MILLS LTD.
MOHITE,Mohite Industries Ltd
MOIL,MOIL LTD.
MOLDTKPAC,Mold-Tek Packaging Limited
MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.
MONARCH,Monarch Networth Capital Ltd
MMLF,Money Masters Leasing & Finance Ltd
MONEYBOXX,Moneyboxx Finance Ltd
MONIND,Monind Ltd
MONOT,MONOTYPE INDIA LTD.
MONTECARLO,Monte Carlo Fashions Ltd
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.
MORARJEE,MORARJEE TEXTILES LTD.
MORARKFI,MORARKA FINANCE LTD.
MOREPENLAB,MOREPEN LABORATORIES LTD.
MORGAN,MORGAN VENTURES LTD.
MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.
MOSCHIP,Moschip Technologies Ltd
MSUMI,Motherson Sumi Wiring India Ltd
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.
MOM50,Motilal Oswal MOSt Shares M50 ETF
MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
MONQ50,Motilal Oswal Nasdaq Q 50 ETF
MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF
MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF
MOQUALITY,Motilal Oswal S&P BSE Quality ETF
MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.
MOUNT,Mount Housing and Infrastructure Ltd
MPDL,MPDL Ltd
MPHASIS,MPHASIS LTD.
MPILCORPL,MPIL CORPORATION LTD.
MPL,MPL Plastics Limited
MPSLTD,MPS LTD.
MRCAGRO,MRC Agrotech Ltd
MRF,MRF LTD.
MRO-TEK,MRO-TEK Realty Ltd
MRP,MRP Agro Ltd
BECTORFOOD,Mrs. Bectors Food Specialities Ltd
MRUTR,MRUGESH TRADING LTD.
MSPL,MSP STEEL & POWER LTD.
MSRINDIA,MSR INDIA LTD.
MSTC,MSTC Ltd
MTEDUCARE,MT EDUCARE LTD.
MTARTECH,MTAR Technologies Ltd
MUDRA,Mudra Financial Services Ltd
MUDUNURU,Mudunuru Ltd
MUFIN,Mufin Green Finance Ltd
MUKANDLTD,MUKAND LTD.
MUKATPIP,MUKAT PIPES LTD.-$
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.
MUKTA,Mukta Agriculture Ltd
MUKTAARTS,MUKTA ARTS LTD.
MULLER,MULLER & PHIPPS (INDIA) LTD.
MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.
MULTIBASE,MULTIBASE INDIA LTD.
MULTIIN,MULTIPLUS HOLDINGS LTD.
ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.
MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.
MUNJALSHOW,MUNJAL SHOWA LTD.
MUNCAPM,MUNOTH CAPITAL MARKET LTD.
MCLTD,Munoth Communication Ltd
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.
MURUDCERA,MURUDESHWAR CERAMICS LTD.
RADIOCITY,Music Broadcast Ltd
MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.
MUTHOOTFIN,MUTHOOT FINANCE LTD.
MUZALI,Muzali Arts Ltd
MYMONEY,My Money Securities Ltd
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$
MYSTICELE,Mystic Electronics Ltd
NDMETAL,N.D.METAL INDUSTRIES LTD.
NGIND,N.G.INDUSTRIES LTD.-$
NKIND,N.K.INDUSTRIES LTD.
NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.
NNTL,N2N Technologies Limited
NACLIND,NACL Industries Ltd
NAGTECH,NAGARJUNA AGRI TECH LTD.
NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd
NAGPI,NAGPUR POWER & INDUSTRIES LTD.
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.
NAGREEKEXP,NAGREEKA EXPORTS LTD.-$
NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$
NAHARPOLY,NAHAR POLYFILMS LTD.
NAHARSPING,NAHAR SPINNING MILLS LTD.
NGIL,Nakoda Group of Industries Ltd
NAKSH,Naksh Precious Metals Ltd
NLFL,NALIN LEASE FINANCE LTD.
NSIL,NALWA SONS INVESTMENTS LTD.
NAM,Nam Securities Ltd
NVENTURES,Nanavati Ventures Ltd
NDL,Nandan Denim Limited
NH,Narayana Hrudayalaya Ltd
NARBADA,NARBADA GEMS AND JEWELLERY LTD.
NARPROP,NARENDRA PROPERTIES LTD.
NARMADA,Narmada Agrobase Ltd
SHAWGELTIN,NARMADA GELATINES LTD.
NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.
NATCOPHARM,NATCO PHARMA LTD.
NATHBIOGEN,Nath Bio-Genes (India) Ltd
NATHIND,Nath Industries Ltd
NATIONALUM,NATIONAL ALUMINIUM CO.LTD.
NFL,NATIONAL FERTILIZERS LTD.
NATFIT,National Fittings Limited
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.
NOL,NATIONAL OXYGEN LTD.
NATPEROX,NATIONAL PEROXIDE LTD.
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.
NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.
NATRAJPR,NATRAJ PROTEINS LTD.
NATHUEC,NATURA HUE CHEM LTD.
NATURAL,Natural Biocon (India) Ltd
NATCAPSUQ,NATURAL CAPSULES LTD.
NAPL,Naturite Agro Products Ltd
NATURO,Naturo Indiabull Ltd
NAVA,Nava Ltd
NAVINIFTY,NAVI NIFTY 50 ETF
NAVIGANT,Navigant Corporate Advisors Ltd
NAVINFLUOR,Navin Fluorine International Limited-$
NAVKARCORP,Navkar Corporation Ltd
NAVKAR,Navkar Urbanstructure Ltd
NAVNETEDUL,Navneet Education Limited
NAVODAYENT,Navoday Enterprises Ltd
NAYSAA,Naysaa Securities Ltd
NAZARA,Nazara Technologies Ltd
NBFOOT,NB FOOTWEAR LTD.
NBCC,NBCC (India) Ltd
NCCBLUE,NCC BLUE WATER PRODUCTS LTD.
NCC,NCC Limited
NCLIND,NCL INDUSTRIES LTD.-$
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.
NDASEC,NDA SECURITIES LTD.
NDLVENTURE,NDL Ventures Ltd
NDRAUTO,NDR Auto Components Ltd
NECLIFE,NECTAR LIFESCIENCES LTD.
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.
NEELKANTH,Neelkanth Ltd-$
NEELKAN,NEELKANTH ROCKMINERALS LTD.
NEERAJ,Neeraj Paper Marketing Ltd
NEGOTIUM,Negotium International Trade Ltd
NEIL,Neil Industries Ltd
NELCAST,NELCAST LTD.
NELCO,NELCO LTD.
NEOINFRA,NEO INFRACON LTD.
NOGMIND,NEOGEM INDIA LTD.
NEOGEN,Neogen Chemicals Ltd
NESCO,NESCO LTD.
NESTLEIND,NESTLE INDIA LTD.
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.
NETTLINX,NETTLINX LTD.
NETWEB,Netweb Technologies India Ltd
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.
NEULANDLAB,NEULAND LABORATORIES LTD.
NDTV,NEW DELHI TELEVISION LTD.
NEWLIGHT,New Light Apparels Ltd
NEWMKTADV,NEW MARKETS ADVISORY LTD.
NEWGEN,Newgen Software Technologies Ltd
NEWINFRA,Newtime Infrastructure Limited
NEXTMEDIA,NEXT MEDIAWORKS LTD.
NEXUSSURGL,Nexus Surgical And Medicare Ltd
NGLFINE,NGL FINE-CHEM LTD.
NHCFOODS,NHC FOODS LTD.
NHPC,NHPC LTD.
NIBE,NIBE Ltd
NICCOPAR,NICCO PARKS & RESORTS LTD.-$
NIDHGRN,NIDHI GRANITES LTD.
NIHARINF,NIHAR INFO GLOBAL LTD.
NIITMTS,NIIT Learning Systems Ltd
NIITLTD,NIIT LTD.
NIKHILAD,NIKHIL ADHESIVES LTD.-$
NIKKIGL,NIKKI GLOBAL FINANCE LTD.
NILA,NILA INFRASTRUCTURES LTD.
NILASPACES,Nila Spaces Ltd
NILACHAL,NILACHAL REFRACTORIES LTD.
NILE,NILE LTD.
NILKAMAL,NILKAMAL LTD.
ZNILKENG,NILKANTH ENGINEERING LTD.
NIMBSPROJ,NIMBUS PROJECTS LTD.
NINSYS,NINtec Systems Ltd
NIF100BEES,NIPPON INDIA ETF NIFTY 100
NIFTYBEES,Nippon India ETF Nifty 50 BeES
SHARIABEES,Nippon India ETF Nifty 50 Shariah BeES
BANKBEES,Nippon India ETF Nifty Bank BeES
INFRABEES,Nippon India ETF Nifty Infrastructure BeES
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES
PSUBNKBEES,Nippon India ETF Nifty PSU Bank BeES
SENSEXBEES,Nippon India ETF S&P BSE Sensex
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50
NAM-INDIA,Nippon Life India Asset Management Ltd
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.
NIRAVCOM,NIRAV COMMERCIALS LTD.
NIRBHAYIND,Nirbhay Colours India Ltd
NIRLON,NIRLON LTD.
NITCO,NITCO LTD.
NITINCAST,Nitin Castings Ltd
NITINSPIN,NITIN SPINNERS LTD.
NITTAGELA,NITTA GELATIN INDIA LTD.-$
NIVAKA,Nivaka Fashions Ltd
ZNIVITRD,NIVI TRADING LTD.
NIYOGIN,Niyogin Fintech Ltd
NLCINDIA,NLC India Ltd
NMDC,NMDC LTD.
NSLNISP,NMDC Steel Ltd
NMSRESRC,NMS Resources Global Ltd
NOCIL,NOCIL LTD.
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.
NORBTEAEXP,NORBEN TEA & EXPORTS LTD.
NORRIS,NORRIS MEDICINES LTD.
NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.
NSL,Northern Spirits Ltd
NORTHLINK,Northlink Fiscal and Capital Services Ltd
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.
NOVIS,NOVA IRON & STEEL LTD.
NOVARTIND,NOVARTIS INDIA LTD.
NOVATEOR,Novateor Research Laboratories Ltd
NPRFIN,NPR FINANCE LTD.
NRBBEARING,NRB BEARINGS LTD.
NIBL,NRB INDUSTRIAL BEARINGS LTD.
NTCIND,NTC INDUSTRIES LTD.
NTPC,NTPC LTD.
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.
NURECA,Nureca Ltd
NUTECGLOB,NUTECH GLOBAL LTD.
NUTRICIRCLE,Nutricircle Ltd
NUVAMA,Nuvama Wealth Management Ltd
NUVOCO,Nuvoco Vistas Corporation Ltd
NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.
NYSSACORP,Nyssa Corporation Limited
OPCHAINS,O. P. Chains Ltd
OASISEC,OASIS SECURITIES LTD.
OBEROIRLTY,OBEROI REALTY LTD.
OONE,OBJECTONE INFORMATION SYSTEMS LTD.
OCTAL,Octal Credit Capital Ltd
OCTAVIUSPL,Octavius Plantations Ltd
OCTAWARE,Octaware Technologies Ltd
ODYCORP,ODYSSEY CORPORATION LTD.
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$
ONGC,Oil and Natural Gas Corporation Ltd
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.
OIL,OIL INDIA LTD.
OKPLA,OK PLAY INDIA LTD.
OLATECH,Olatech Solutions Ltd
OLECTRA,Olectra Greentech Ltd
OLYMPTX,OLYMPIA INDUSTRIES LTD.
OLPCL,OLYMPIC CARDS LTD.
OLYOI,OLYMPIC OIL INDUSTRIES LTD.
OMINFRAL,OM Infra Ltd
OMANSH,Omansh Enterprises Ltd
OMAXAUTO,OMAX AUTOS LTD.
OMAXE,OMAXE LTD.
OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.
OMKAR,OMKAR OVERSEAS LTD.
OMKARPH,OMKAR PHARMACHEM LTD.
OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.
OMNIAX,OMNI AXS SOFTWARE LTD.
OMNIPOTENT,Omnipotent Industries Ltd
OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.
PAYTM,One 97 Communications Ltd
ONEGLOBAL,One Global Service Provider Ltd
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.
OIVL,Onesource Ideas Venture Ltd
ONMOBILE,OnMobile Global Ltd.
ONTIC,Ontic Finserve Ltd
ONWARDTEC,ONWARD TECHNOLOGIES LTD.
OPTIEMUS,Optiemus Infracom Ltd
OPTIFIN,Optimus Finance Ltd
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.
ORBTEXP,ORBIT EXPORTS LTD.
ORCHASP,Orchasp Ltd
ORCHIDPHAR,Orchid Pharma Ltd
ORGCOAT,ORGANIC COATINGS LTD.
ORGANICREC,Organic Recycling Systems Ltd
ORICON,ORICON ENTERPRISES LTD.-$
ORIENTBELL,ORIENT BELL LIMITED-$
ORIBEVER,ORIENT BEVERAGES LTD.
ORIENTCEM,Orient Cement Ltd
ORIENTCER,Orient Ceratech Ltd-$
ORIENTELEC,Orient Electric Ltd
GREENPOWER,ORIENT GREEN POWER COMPANY LTD.
ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.
ORIENTLTD,ORIENT PRESS LTD.
ORIENTTR,ORIENT TRADELINK LTD.
OAL,Oriental Aromatics Ltd-$
ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$
ORIENTHOT,ORIENTAL HOTELS LTD.
ORIRAIL,Oriental Rail Infrastructure Ltd
ORIENTALTL,ORIENTAL TRIMEX LTD.
OBCL,Orissa Bengal Carrier Ltd
ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.
OROSMITHS,OROSIL SMITHS INDIA LTD.-$
ORTEL,Ortel Communications Ltd
ORTINLAABS,Ortin Laboratories Ltd
OSCARGLO,OSCAR GLOBAL LTD.
OSEASPR,OSEASPRE CONSULTANTS LTD.
OSIAJEE,Osiajee Texfab Ltd
OSWALAGRO,OSWAL AGRO MILLS LTD.
OSWALGREEN,Oswal Greentech Ltd
OSWALEA,OSWAL LEASING LTD.
OSWALOR,OSWAL OVERSEAS LTD.
OSWAYRN,OSWAL YARNS LTD.
OTCO,OTCO INTERNATIONAL LTD.
OVOBELE,OVOBEL FOODS LTD.
OXYGENTAPH,Oxygenta Pharmaceutical Ltd
PMTELELIN,P.M.TELELINNKS LTD.
PACE,Pace E-Commerce Ventures Ltd
PIFL,Pacheli Industrial Finance Ltd
PACIFICI,PACIFIC INDUSTRIES LTD.
PACT,Pact Industries Ltd
PADAMCO,PADAM COTTON YARNS LTD.
PADMALAYAT,PADMALAYA TELEFILMS LTD.
PADALPO,PADMANABH ALLOYS & POLYMERS LTD.
PADMAIND,Padmanabh Industries Limited
PAEL,PAE LTD.
PAGEIND,PAGE INDUSTRIES LTD.
PAISALO,Paisalo Digital Ltd
PAKKA,Pakka Ltd-$
PALASHSEC,Palash Securities Ltd
PALCO,Palco Metals Ltd
PALMJEWELS,Palm Jewels Ltd
PALRED,Palred Technologies Limited
PANELEC,PAN ELECTRONICS INDIA LTD.
PANINDIAC,PAN INDIA CORPORATION LTD.
PANABYTE,Panabyte Technologies Ltd
PANACEABIO,PANACEA BIOTEC LTD.
PANAFIC,Panafic Industrials Ltd
PANAMAPET,PANAMA PETROCHEM LTD.
PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$
PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$
PANCHMAHQ,PANCHMAHAL STEEL LTD.
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.
PANJON,PANJON LTD.
PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd
PANKAJPO,PANKAJ POLYMERS LTD.
PANORAMA,Panorama Studios International Ltd
PANTH,Panth Infinity Ltd
PANCM,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.
PAOS,Paos Industries Ltd
PARADEEP,Paradeep Phosphates Ltd
PARAGMILK,Parag Milk Foods Ltd
PARAGONF,PARAGON FINANCE LTD.
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.
PARAS,Paras Defence and Space Technologies Ltd
PARASPETRO,PARAS PETROFILS LTD.
PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$
PARLEIND,Parle Industries Ltd
PARMAX,Parmax Pharma Ltd
PARMSILK,Parmeshwari Silk Mills Ltd
PARNAXLAB,PARNAX LAB LTD.
PARSHVA,Parshva Enterprises Ltd
PARSHWANA,PARSHWANATH CORPORATION LTD.
PARSVNATH,PARSVNATH DEVELOPERS LTD.
PARVATI,Parvati Sweetners and Power Ltd
PASARI,PASARI SPINNING MILLS LTD.
PASUPTAC,PASUPATI ACRYLON LTD.
PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.
PATANJALI,Patanjali Foods Ltd
PJL,Patdiam Jewellery Ltd
PATELENG,PATEL ENGINEERING LTD.-$
PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$
PATELSAI,PATELS AIRTEMP (INDIA) LTD.
PATIDAR,Patidar Buildcon Limited
PATRON,Patron Exim Ltd
PATSPINLTD,PATSPIN INDIA LTD.
PML,Paul Merchants Ltd
PAUSHAKLTD,PAUSHAK LTD.
PAVNAIND,Pavna Industries Ltd
POLICYBZR,PB Fintech Ltd
PBAINFRA,PBA INFRASTRUCTURE LTD.
PBMPOLY,PBM POLYTEX LTD.-$
PCJEWELLER,PC JEWELLER LTD.
PCBL,PCBL Ltd
PCS,PCS TECHNOLOGY LTD.
PDSL,PDS Ltd
PGIL,Pearl Global Industries Limited
PGCRL,Pearl Green Clubs and Resorts Ltd
PEARLPOLY,PEARL POLYMERS LTD.
PECOS,Pecos Hotels and Pubs Ltd
PCCOSMA,PEE CEE COSMA SOPE LTD.
PEETISEC,PEETI SECURITIES LTD.
PENINLAND,PENINSULA LAND LTD.
PENIND,PENNAR INDUSTRIES LTD.-$
PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.
PEOPLIN,PEOPLES INVESTMENTS LTD.
OCTAVE,Perfect-Octave Media Projects Ltd
PERFEPA,PERFECTPAC LTD.
PERMAGN,PERMANENT MAGNETS LTD.-$
PERSISTENT,PERSISTENT SYSTEMS LTD.
PERVASIVE,Pervasive Commodities Ltd
PETPLST,PET PLASTICS LTD.
PETRONET,PETRONET LNG LTD.
PFIZER,PFIZER LTD.
PFLINFOTC,PFL INFOTECH LTD.
PGEL,PG ELECTROPLAST LTD.
PGFOILQ,PG FOILS LTD.
PHCAP,PH CAPITAL LTD.
PHTRADING,PH TRADING LTD.
PHRMASI,PHAARMASIA LTD.
PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.
PHOENXINTL,PHOENIX INTERNATIONAL LTD.
PHOENIXTN,Phoenix Township Ltd
PHOTON,PHOTON CAPITAL ADVISORS LTD.
PHOTOQUP,PHOTOQUIP INDIA LTD.
PHYTO,PHYTO CHEM (INDIA) LTD.
PIIND,PI Industries Ltd
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.
PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.
PICTUREHS,PICTUREHOUSE MEDIA LTD.
PIDILITIND,PIDILITE INDUSTRIES LTD.
PILITA,Pil Italica Lifestyle Ltd
PILANIINVS,Pilani Investment and Industries Corporation Ltd
PIONAGR,PIONEER AGRO EXTRACTS LTD.
PIONEEREMB,PIONEER EMBROIDERIES LTD.-$
PIONRINV,PIONEER INVESTCORP LTD.
PEL,PIRAMAL ENTERPRISES LTD.
PPLPHARMA,Piramal Pharma Ltd
PITHP,PITHAMPUR POLY PRODUCTS LTD.
PITTIENG,Pitti Engineering Ltd-$
PIXTRANS,PIX TRANSMISSIONS LTD.
PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$
POBS,PlatinumOne Business Services Ltd
PLAZACABLE,Plaza Wires Ltd
PMCFIN,PMC Fincorp Limited
PNBGILTS,PNB GILTS LTD.
PNBHOUSING,PNB Housing Finance Ltd
PNCINFRA,PNC Infratech Ltd
GARGI,PNGS Gargi Fashion Jewellery Ltd
POEL,POCL Enterprises Ltd
PODDAR,Poddar Housing and Development Ltd
PODARPIGQ,PODDAR PIGMENTS LTD.-$
POKARNA,POKARNA LTD.
POLOHOT,POLO HOTELS LTD.
PQIF,Polo Queen Industrial and Fintech Ltd
POLSON,POLSON LTD.
POLYMED,POLY MEDICURE LTD.
POLYCAB,Polycab India Ltd
POLYCHEM,POLYCHEM LTD.
POLYCON,POLYCON INTERNATIONAL LTD.
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.
POLYMAC,Polymac Thermoformers Ltd
POLYCHMP,POLYMECHPLAST MACHINES LTD.
POLYPLEX,POLYPLEX CORPORATION LTD.
POLYSPIN,Polyspin Exports Ltd
POLYTEX,POLYTEX INDIA LTD.
POCL,PONDY OXIDES & CHEMICALS LTD.
PONNIERODE,PONNI SUGARS (ERODE) LTD.
POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.
POOJA,Poojawestern Metaliks Ltd
POONADAL,POONA DAL & OIL INDUSTRIES LTD.
POONAWALLA,Poonawalla Fincorp Ltd
POPULARES,POPULAR ESTATE MANAGEMENT LTD.
PORWAL,PORWAL AUTO COMPONENTS LTD.
PIGL,Power and Instrumentation (Gujarat) Ltd
PFC,POWER FINANCE CORPORATION LTD.
POWERGRID,POWER GRID CORPORATION OF INDIA LTD.
POWERMECH,Power Mech Projects Ltd
PPAP,PPAP Automotive Limited
PTIL,Prabhat Technologies (India) Ltd
PRABHHANS,Prabhhans Industries Ltd
ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.
PRADPME,PRADEEP METALS LTD.
PRADHIN,Pradhin Ltd
PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.
PRAJIND,PRAJ INDUSTRIES LTD.
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.
PRAKASH,PRAKASH INDUSTRIES LTD.
PPL,Prakash Pipes Ltd
PRAKASHSTL,PRAKASH STEELAGE LTD.
PWASML,Prakash Woollen & Synthetic Mills Ltd
PRSNTIN,PRASHANT INDIA LTD.
DIAMONDYD,Prataap Snacks Ltd
PRATIK,PRATIK PANELS LTD.
PRATIKSH,PRATIKSHA CHEMICALS LTD.
PRAVEG,Praveg Ltd
PRAXIS,Praxis Home Retail Ltd
PRECAM,Precision Camshafts Ltd
PRECISION,PRECISION CONTAINEURS LTD.
PRECISIO,PRECISION ELECTRONICS LTD.
PRECWIRE,PRECISION WIRES INDIA LTD.
PREMCO,PREMCO GLOBAL LTD.-$
PREMCAP,PREMIER CAPITAL SERVICES LTD.
PREMEXPLQ,PREMIER EXPLOSIVES LTD.
PREMIER,PREMIER LTD.
PREMIERPOL,PREMIER POLYFILM LTD.
PREMSYN,PREMIER SYNTHETICS LTD.
PRERINFRA,PRERNA INFRABUILD LTD.
PRESSURS,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.
PREVEST,Prevest Denpro Ltd
PRICOLLTD,Pricol Ltd
PRIMAGR,PRIMA AGRO LTD.
PRIMAIN,PRIMA INDUSTRIES LTD.
PRIMAPLA,PRIMA PLASTICS LTD.
PFOCUS,PRIME FOCUS LTD.
PRIMEFRESH,Prime Fresh Ltd
PRIMIND,PRIME INDUSTRIES LTD.
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$
PRIMESECU,PRIME SECURITIES LTD.
PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.
PRIMO,Primo Chemicals Ltd
PRINCEPIPE,Prince Pipes and Fittings Ltd
PRISMFN,PRISM FINANCE LTD.
